PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
NC0161015,"BAKERSVILLE, TOWN OF",Region 4,North Carolina,Community water system,State,Ground water,Active,,725,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Ethylbenzene,01-APR-2020,30-JUN-2020,Returned to Compliance,06-AUG-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0161015,"BAKERSVILLE, TOWN OF",Region 4,North Carolina,Community water system,State,Ground water,Active,,725,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Styrene,01-APR-2020,30-JUN-2020,Returned to Compliance,06-AUG-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0161015,"BAKERSVILLE, TOWN OF",Region 4,North Carolina,Community water system,State,Ground water,Active,,725,Radionuclides,03,"Monitoring, Regular",MR,N,Combined Uranium,01-APR-2020,30-JUN-2020,Known,,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,HEXACHLOROBENZENE,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Benzo(a)pyrene,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Pentachlorophenol,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Total Polychlorinated Biphenyls (PCB),01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,"1,2-DIBROMO-3-CHLOROPROPANE",01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,ETHYLENE DIBROMIDE,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,"Xylenes, Total",01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Chlordane,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,DICHLOROMETHANE,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,o-Dichlorobenzene,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,p-Dichlorobenzene,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,Vinyl chloride,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Volatile Organic Chemicals,03,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0235102,MONTGOMERY MOBILE ESTATES,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Nitrates,03,"Monitoring, Regular",MR,N,Nitrate,01-APR-2020,30-JUN-2020,Returned to Compliance,10-AUG-2020,SIF,State Public Notification received,Y,,3,18-AUG-2020
NC1020006,THE SANCTUARY AT VANCE MTN,Region 4,North Carolina,Community water system,State,Ground water,Active,,30,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Total Polychlorinated Biphenyls (PCB),01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SIF,State Public Notification received,Y,,3,18-AUG-2020
NC1020006,THE SANCTUARY AT VANCE MTN,Region 4,North Carolina,Community water system,State,Ground water,Active,,30,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Chlordane,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SIF,State Public Notification received,Y,,3,18-AUG-2020
NC1020006,THE SANCTUARY AT VANCE MTN,Region 4,North Carolina,Community water system,State,Ground water,Active,,30,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Toxaphene,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SIF,State Public Notification received,Y,,3,18-AUG-2020
NC0474060,STOKES REGIONAL WATER CORP,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"3,327",Lead and Copper Rule,66,Lead Consumer Notice,MR,N,Lead and Copper Rule,01-APR-2020,,Returned to Compliance,24-SEP-2020,SOX,State Compliance achieved,,,3,29-JUN-2020
NC0111149,KIRK GLEN S/D,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,92,Lead and Copper Rule,66,Lead Consumer Notice,MR,N,Lead and Copper Rule,01-APR-2020,,Returned to Compliance,08-APR-2021,SOX,State Compliance achieved,,,3,29-JUN-2020
NC0235010,"FRANKLINTON, TOWN OF",Region 4,North Carolina,Community water system,State,Surface water,Active,,"2,380",Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,"CARBON, TOTAL",01-APR-2020,30-JUN-2020,Known,,SIF,State Public Notification received,Y,,3,18-AUG-2020
NC0201030,"GREEN LEVEL, TOWN OF",Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"2,450",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-APR-2020,31-MAY-2020,Returned to Compliance,21-AUG-2020,SOX,State Compliance achieved,Y,1,3,29-JUN-2020
NC0201030,"GREEN LEVEL, TOWN OF",Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"2,450",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-APR-2020,31-MAY-2020,Returned to Compliance,21-AUG-2020,SOX,State Compliance achieved,Y,1,3,29-JUN-2020
NC0150113,FAIRFIELD SAPPHIRE,Region 4,North Carolina,Community water system,State,Ground water,Active,,"3,149",Radionuclides,02,"Maximum Contaminant Level Violation, Average",MCL,Y,Combined Uranium,01-APR-2020,30-JUN-2020,Returned to Compliance,21-SEP-2020,SOX,State Compliance achieved,,,2,29-JUN-2020
NC0416028,BOGUE BANKS WATER CORPORATION,Region 4,North Carolina,Community water system,State,Ground water,Active,,"4,995",Stage 2 Disinfectants and Disinfection Byproducts Rule,02,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,01-APR-2020,30-JUN-2020,Returned to Compliance,13-JUL-2020,SOX,State Compliance achieved,,1,2,29-JUN-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,HEXACHLOROBENZENE,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Benzo(a)pyrene,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Pentachlorophenol,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Total Polychlorinated Biphenyls (PCB),01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,"1,2-DIBROMO-3-CHLOROPROPANE",01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,ETHYLENE DIBROMIDE,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Chlordane,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,BHC-GAMMA,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Methoxychlor,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Toxaphene,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dalapon,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,OXAMYL,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Simazine,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Picloram,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dinoseb,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Carbofuran,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Atrazine,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,LASSO,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Heptachlor,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Heptachlor epoxide,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,"2,4-D",01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,"2,4,5-TP",01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC0392373,BAYLEAF MASTER,Region 4,North Carolina,Community water system,State,Ground water,Active,,"15,697",Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Endrin,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SIF,State Public Notification received,Y,,3,18-AUG-2020
NC0106118,ELK RIVER CLUB DEVELOPMENT,Region 4,North Carolina,Community water system,State,Ground water,Active,,732,Radionuclides,02,"Maximum Contaminant Level Violation, Average",MCL,Y,Combined Radium (-226 and -228),01-APR-2020,30-JUN-2020,Returned to Compliance,02-SEP-2020,SOX,State Compliance achieved,,,2,18-AUG-2020
NC0416163,BRANDYWINE BAY,Region 4,North Carolina,Community water system,State,Ground water,Active,,"2,189",Stage 2 Disinfectants and Disinfection Byproducts Rule,02,"Maximum Contaminant Level Violation, Average",MCL,Y,Total Haloacetic Acids (HAA5),01-APR-2020,30-JUN-2020,Returned to Compliance,15-JUL-2020,SOX,State Compliance achieved,,1,2,29-JUN-2020
NC0416163,BRANDYWINE BAY,Region 4,North Carolina,Community water system,State,Ground water,Active,,"2,189",Stage 2 Disinfectants and Disinfection Byproducts Rule,02,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,01-APR-2020,30-JUN-2020,Returned to Compliance,15-JUL-2020,SOX,State Compliance achieved,,1,2,29-JUN-2020
NC0286175,ORCHARD VIEW PARK,Region 4,North Carolina,Community water system,State,Ground water,Active,,109,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-APR-2020,30-APR-2020,Known,,,,Y,,3,29-JUN-2020
NC0241103,AUTUMN FOREST MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,597,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,01-APR-2020,30-JUN-2020,Returned to Compliance,01-MAY-2020,SIF,State Public Notification received,Y,,3,29-JUN-2020
NC0111151,NORTHVIEW MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,508,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,01-APR-2020,30-JUN-2020,Returned to Compliance,01-AUG-2020,SIF,State Public Notification received,Y,,3,30-JUN-2020
NC0241103,AUTUMN FOREST MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,597,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-APR-2020,30-APR-2020,Returned to Compliance,20-MAY-2020,SIF,State Public Notification received,Y,,3,29-JUN-2020
NC0286175,ORCHARD VIEW PARK,Region 4,North Carolina,Community water system,State,Ground water,Active,,109,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,01-APR-2020,30-JUN-2020,Known,,SIF,State Public Notification received,Y,,3,29-JUN-2020
NC0392188,SHADY ACRES MH VILLAGE,Region 4,North Carolina,Community water system,State,Ground water,Active,,115,Synthetic Organic Chemicals,02,"Maximum Contaminant Level Violation, Average",MCL,Y,ETHYLENE DIBROMIDE,01-APR-2020,30-JUN-2020,Returned to Compliance,28-DEC-2020,SOX,State Compliance achieved,,,2,18-AUG-2020
NC4392141,SOUTHERN TRACE S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,485,Radionuclides,02,"Maximum Contaminant Level Violation, Average",MCL,Y,"Gross Alpha, Excl. Radon and U",01-APR-2020,30-JUN-2020,Returned to Compliance,22-MAR-2021,SOX,State Compliance achieved,,,2,18-AUG-2020
NC0149484,SOUTHVIEW CHRISTIAN SCHOOL,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,150,Lead and Copper Rule,66,Lead Consumer Notice,MR,N,Lead and Copper Rule,01-APR-2020,,Open,,SFL,State Administrative/Compliance Order without penalty issued,,,3,29-JUN-2020
NC3041016,INDUSTRIAL WOOD PRODUCTS/EAST,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,108,Nitrates,03,"Monitoring, Regular",MR,N,Nitrate,01-APR-2020,30-JUN-2020,Returned to Compliance,19-AUG-2020,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC3097026,BANDITS ROOST PARK AREA B,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,102,Revised Total Coliform Rule,4C,Report Startup Procedures Cert Form (RTCR),RPT,N,Revised Total Coliform Rule,01-APR-2020,,Returned to Compliance,10-APR-2020,SIF,State Public Notification received,,,3,29-JUN-2020
NC3095014,MOUNTAIN PATHWAYS SCHOOL ANNEX,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,73,Lead and Copper Rule,66,Lead Consumer Notice,MR,N,Lead and Copper Rule,01-APR-2020,,Returned to Compliance,02-DEC-2020,SOX,State Compliance achieved,,,3,29-JUN-2020
NC0392978,CATHY LEE CHILD DEVELOPMENT CENTER,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,70,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-APR-2020,30-JUN-2020,Known,,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-AUG-2020
NC2049029,CODDLE CREEK ELEMENTARY SCHOOL,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,700,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-APR-2020,30-JUN-2020,Returned to Compliance,21-JUL-2020,SIF,State Public Notification received,Y,,3,18-AUG-2020
NC0149506,SHEPHERD SCHOOL,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,574,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-APR-2020,30-JUN-2020,Returned to Compliance,21-JUL-2020,SIF,State Public Notification received,Y,,3,18-AUG-2020
NC7065037,SPECIALTY ENGRAVING,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,33,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,01-APR-2020,30-JUN-2020,Returned to Compliance,01-JUL-2020,SIF,State Public Notification received,Y,,3,18-AUG-2020
NC7065037,SPECIALTY ENGRAVING,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,33,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-APR-2020,30-JUN-2020,Returned to Compliance,18-SEP-2020,SOX,State Compliance achieved,Y,,3,18-AUG-2020
NC6096001,WAYNE WATER  DISTRICTS PURCHASE,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"16,302",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-APR-2020,30-JUN-2020,Returned to Compliance,01-JUL-2020,SIF,State Public Notification received,Y,4,3,29-JUN-2020
NC6096001,WAYNE WATER  DISTRICTS PURCHASE,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"16,302",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-APR-2020,30-JUN-2020,Returned to Compliance,01-JUL-2020,SOX,State Compliance achieved,Y,4,3,29-JUN-2020
NC0156436,WEST MARION ELEM SCHOOL,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,449,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC2049029,CODDLE CREEK ELEMENTARY SCHOOL,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,700,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,01-APR-2020,30-JUN-2020,Returned to Compliance,01-JUL-2020,SIF,State Public Notification received,Y,,3,18-AUG-2020
NC0149506,SHEPHERD SCHOOL,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,574,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,01-APR-2020,30-JUN-2020,Returned to Compliance,01-JUL-2020,SIF,State Public Notification received,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Toxaphene,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dalapon,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,OXAMYL,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Simazine,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Picloram,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Dinoseb,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
NC0111146,RIDGEDALE HOA,Region 4,North Carolina,Community water system,State,Ground water,Active,,48,Synthetic Organic Chemicals,03,"Monitoring, Regular",MR,N,Carbofuran,01-APR-2020,30-JUN-2020,Known,,,,Y,,3,18-AUG-2020
